Cluster,Direction,Target,Source,Value
7,RNA -> Protein,NK.1.1.KLRB1,Rnps1,0.6412196097581059
7,RNA -> Protein,NK.1.1.KLRB1,Rpl13-ps6,0.11356333822302833
7,RNA -> Protein,NK.1.1.KLRB1,Sh3bgr,0.17694388875543646
7,RNA -> Protein,NK.1.1.KLRB1,Ttn,0.09321052931303483
7,RNA -> Protein,Notch1,Acvr2b,0.8519418820350122
7,RNA -> Protein,Notch1,Anp32a,0.4267553317628805
7,RNA -> Protein,Notch1,Atp1b1,0.09839221966573047
7,RNA -> Protein,Notch1,Col4a2,0.575841476805563
7,RNA -> Protein,Notch1,Ctsd,0.5740831960854833
7,RNA -> Protein,Notch1,Dclk1,0.23577098043082945
7,RNA -> Protein,Notch1,Dtymk,0.3685518166181696
7,RNA -> Protein,Notch1,Gli3,0.44442987142004053
7,RNA -> Protein,Notch1,Hbb-bt,0.7635700276038051
7,RNA -> Protein,Notch1,Kif1a,0.05453494748081487
7,RNA -> Protein,Notch1,Maged2,0.6693510344589798
7,RNA -> Protein,Notch1,Mif,0.5011817257568018
7,RNA -> Protein,Notch1,Myh6,0.35318851764779835
7,RNA -> Protein,Notch1,Myh7,0.04232806811366379
7,RNA -> Protein,Notch1,Myl3,0.08738278241284353
7,RNA -> Protein,Notch1,Prrx1,0.5491580881954469
7,RNA -> Protein,Notch1,Rnps1,0.7644197591469495
7,RNA -> Protein,Notch1,Rpl13-ps6,0.1950863804853831
7,RNA -> Protein,Notch1,Sh3bgr,0.18896274503119712
7,RNA -> Protein,Notch1,Ttn,0.19518193023978284
7,RNA -> Protein,P2RY12,Acvr2b,0.8498424776378389
7,RNA -> Protein,P2RY12,Anp32a,0.41364076049711873
7,RNA -> Protein,P2RY12,Atp1b1,0.07770446772000375
7,RNA -> Protein,P2RY12,Col4a2,0.6124631404210203
7,RNA -> Protein,P2RY12,Ctsd,0.5527950077836534
7,RNA -> Protein,P2RY12,Dclk1,0.20270577563193426
7,RNA -> Protein,P2RY12,Dtymk,0.34065151700910995
7,RNA -> Protein,P2RY12,Gli3,0.44163470942835653
7,RNA -> Protein,P2RY12,Hbb-bt,0.678151566110761
7,RNA -> Protein,P2RY12,Kif1a,0.05913261215343638
7,RNA -> Protein,P2RY12,Maged2,0.6426321558436445
7,RNA -> Protein,P2RY12,Mif,0.4504407634739529
7,RNA -> Protein,P2RY12,Myh6,0.35774306787273324
7,RNA -> Protein,P2RY12,Myh7,0.05908455417758413
7,RNA -> Protein,P2RY12,Myl3,0.10700986765956258
7,RNA -> Protein,P2RY12,Prrx1,0.5399266810829106
7,RNA -> Protein,P2RY12,Rnps1,0.7591173933871606
7,RNA -> Protein,P2RY12,Rpl13-ps6,0.1879091413923422
7,RNA -> Protein,P2RY12,Sh3bgr,0.1696316288977724
7,RNA -> Protein,P2RY12,Ttn,0.1978195711882717
7,RNA -> Protein,PanendothelialCellAntigen,Acvr2b,0.7980715045101122
7,RNA -> Protein,PanendothelialCellAntigen,Anp32a,0.40705694482557797
7,RNA -> Protein,PanendothelialCellAntigen,Atp1b1,0.09408204640899524
7,RNA -> Protein,PanendothelialCellAntigen,Col4a2,0.7411084658743938
7,RNA -> Protein,PanendothelialCellAntigen,Ctsd,0.6202607552259508
7,RNA -> Protein,PanendothelialCellAntigen,Dclk1,0.33498787120939344
7,RNA -> Protein,PanendothelialCellAntigen,Dtymk,0.39536885071939654
7,RNA -> Protein,PanendothelialCellAntigen,Gli3,0.41413985487737465
7,RNA -> Protein,PanendothelialCellAntigen,Hbb-bt,0.8674318297072939
7,RNA -> Protein,PanendothelialCellAntigen,Kif1a,0.0689385879323287
7,RNA -> Protein,PanendothelialCellAntigen,Maged2,0.7462353848060926
7,RNA -> Protein,PanendothelialCellAntigen,Mif,0.5565212400022912
7,RNA -> Protein,PanendothelialCellAntigen,Myh6,0.33461820822560306
7,RNA -> Protein,PanendothelialCellAntigen,Myh7,0.03887563016672725
7,RNA -> Protein,PanendothelialCellAntigen,Myl3,0.10907130788803536
7,RNA -> Protein,PanendothelialCellAntigen,Prrx1,0.47331535749246495
7,RNA -> Protein,PanendothelialCellAntigen,Rnps1,0.720349170787441
7,RNA -> Protein,PanendothelialCellAntigen,Rpl13-ps6,0.2712368607045086
7,RNA -> Protein,PanendothelialCellAntigen,Sh3bgr,0.1791742963509635
7,RNA -> Protein,PanendothelialCellAntigen,Ttn,0.1846607093595351
7,RNA -> Protein,SiglecH.SIGLEC,Acvr2b,0.8031769083082434
7,RNA -> Protein,SiglecH.SIGLEC,Anp32a,0.41779265019269957
7,RNA -> Protein,SiglecH.SIGLEC,Atp1b1,0.08371636454105913
7,RNA -> Protein,SiglecH.SIGLEC,Col4a2,0.5393642134668459
7,RNA -> Protein,SiglecH.SIGLEC,Ctsd,0.4875028382422891
7,RNA -> Protein,SiglecH.SIGLEC,Dclk1,0.32215620732405126
7,RNA -> Protein,SiglecH.SIGLEC,Dtymk,0.3837469528915328
7,RNA -> Protein,SiglecH.SIGLEC,Gli3,0.41233099787609456
7,RNA -> Protein,SiglecH.SIGLEC,Hbb-bt,0.6614955083277736
7,RNA -> Protein,SiglecH.SIGLEC,Kif1a,0.07137621725897303
7,RNA -> Protein,SiglecH.SIGLEC,Maged2,0.5940114747300753
7,RNA -> Protein,SiglecH.SIGLEC,Mif,0.5106417379334793
7,RNA -> Protein,SiglecH.SIGLEC,Myh6,0.34417645723362816
7,RNA -> Protein,SiglecH.SIGLEC,Myh7,0.033839682886105955
7,RNA -> Protein,SiglecH.SIGLEC,Myl3,0.08530348034330912
7,RNA -> Protein,SiglecH.SIGLEC,Prrx1,0.4929534860586908
7,RNA -> Protein,SiglecH.SIGLEC,Rnps1,0.6343744556963593
7,RNA -> Protein,SiglecH.SIGLEC,Rpl13-ps6,0.24687519335017208
7,RNA -> Protein,SiglecH.SIGLEC,Sh3bgr,0.17402644069872902
7,RNA -> Protein,SiglecH.SIGLEC,Ttn,0.2435722341241979
8,RNA -> Protein,CD102.ICAM2,Aff3,0.09855077552339056
8,RNA -> Protein,CD102.ICAM2,Casz1,0.13145328069888157
8,RNA -> Protein,CD102.ICAM2,Chl1,0.4673812383961581
8,RNA -> Protein,CD102.ICAM2,Col11a1,0.1570418032774773
8,RNA -> Protein,CD102.ICAM2,Cplx2,0.05136032933654956
8,RNA -> Protein,CD102.ICAM2,Gfra1,0.30185463560858816
8,RNA -> Protein,CD102.ICAM2,Gm11223,0.23899266810039624
8,RNA -> Protein,CD102.ICAM2,Map2,0.28424289521345614
8,RNA -> Protein,CD102.ICAM2,Mapt,0.5227060936089027
8,RNA -> Protein,CD102.ICAM2,Napb,0.0875319667634304
8,RNA -> Protein,CD102.ICAM2,Nefl,0.11954629645284731
8,RNA -> Protein,CD102.ICAM2,Nefm,0.42314249223417777
8,RNA -> Protein,CD102.ICAM2,Pcm1,0.3232219682970531
8,RNA -> Protein,CD102.ICAM2,Phgdh,0.6324186740485028
8,RNA -> Protein,CD102.ICAM2,Rnd3,0.2257554113124942
8,RNA -> Protein,CD102.ICAM2,Snhg11,0.15009193498394063
8,RNA -> Protein,CD102.ICAM2,Sst,0.09173808117692944
8,RNA -> Protein,CD102.ICAM2,Tagln3,0.4273741752358591
8,RNA -> Protein,CD102.ICAM2,Thsd7a,0.2825567111907087
8,RNA -> Protein,CD102.ICAM2,Vcan,0.10775068777427949
8,RNA -> Protein,CD117.KIT,Aff3,0.0721983351079957
8,RNA -> Protein,CD117.KIT,Casz1,0.11202737166594606
8,RNA -> Protein,CD117.KIT,Chl1,0.4850791942920226
8,RNA -> Protein,CD117.KIT,Col11a1,0.12238581348343902
8,RNA -> Protein,CD117.KIT,Cplx2,0.04218367045586625
8,RNA -> Protein,CD117.KIT,Gfra1,0.36774479361509727
8,RNA -> Protein,CD117.KIT,Gm11223,0.25543976693813
8,RNA -> Protein,CD117.KIT,Map2,0.18824431115476137
8,RNA -> Protein,CD117.KIT,Mapt,0.48197265160689196
8,RNA -> Protein,CD117.KIT,Napb,0.0750605827595916
8,RNA -> Protein,CD117.KIT,Nefl,0.10547359810809698
8,RNA -> Protein,CD117.KIT,Nefm,0.3755723429147293
8,RNA -> Protein,CD117.KIT,Pcm1,0.31131701203851103
8,RNA -> Protein,CD117.KIT,Phgdh,0.6508616511281586
8,RNA -> Protein,CD117.KIT,Rnd3,0.18069259283379227
8,RNA -> Protein,CD117.KIT,Snhg11,0.14479206971511824
8,RNA -> Protein,CD117.KIT,Sst,0.06642529316854007
8,RNA -> Protein,CD117.KIT,Tagln3,0.34930703391703105
8,RNA -> Protein,CD117.KIT,Thsd7a,0.19129582005685666
8,RNA -> Protein,CD117.KIT,Vcan,0.13422925477576023
8,RNA -> Protein,CD201.EPCR,Aff3,0.12355180899737751
8,RNA -> Protein,CD201.EPCR,Casz1,0.144563871114043
8,RNA -> Protein,CD201.EPCR,Chl1,0.5276428684363067
8,RNA -> Protein,CD201.EPCR,Col11a1,0.16615607643773972
8,RNA -> Protein,CD201.EPCR,Cplx2,0.04501429968575403
8,RNA -> Protein,CD201.EPCR,Gfra1,0.22596615438741618
8,RNA -> Protein,CD201.EPCR,Gm11223,0.21519230698722686
8,RNA -> Protein,CD201.EPCR,Map2,0.2908031141895106
8,RNA -> Protein,CD201.EPCR,Mapt,0.4998510031836424
8,RNA -> Protein,CD201.EPCR,Napb,0.07839521107308088
8,RNA -> Protein,CD201.EPCR,Nefl,0.13326099736915265
8,RNA -> Protein,CD201.EPCR,Nefm,0.33144949277847224
8,RNA -> Protein,CD201.EPCR,Pcm1,0.347383345575311
8,RNA -> Protein,CD201.EPCR,Phgdh,0.600415629577718
8,RNA -> Protein,CD201.EPCR,Rnd3,0.23094328437539408
8,RNA -> Protein,CD201.EPCR,Snhg11,0.15706626416719216
8,RNA -> Protein,CD201.EPCR,Sst,0.1475403564197032
8,RNA -> Protein,CD201.EPCR,Tagln3,0.33241465864749276
8,RNA -> Protein,CD201.EPCR,Thsd7a,0.28475178206758983
8,RNA -> Protein,CD201.EPCR,Vcan,0.2667738353399487
8,RNA -> Protein,CD304.NPR1,Aff3,0.07982091894741591
8,RNA -> Protein,CD304.NPR1,Casz1,0.11607187193895352
8,RNA -> Protein,CD304.NPR1,Chl1,0.46578104304529777
8,RNA -> Protein,CD304.NPR1,Col11a1,0.13366829533375874
8,RNA -> Protein,CD304.NPR1,Cplx2,0.04125454671911597
8,RNA -> Protein,CD304.NPR1,Gfra1,0.3343128941031255
8,RNA -> Protein,CD304.NPR1,Gm11223,0.27769932062129515
8,RNA -> Protein,CD304.NPR1,Map2,0.20424225482826427
8,RNA -> Protein,CD304.NPR1,Mapt,0.43743222177368
8,RNA -> Protein,CD304.NPR1,Napb,0.0617012140607849
8,RNA -> Protein,CD304.NPR1,Nefl,0.12855377644464253
8,RNA -> Protein,CD304.NPR1,Nefm,0.3032277844979916
8,RNA -> Protein,CD304.NPR1,Pcm1,0.44098668296941734
8,RNA -> Protein,CD304.NPR1,Phgdh,0.6249628038353031
8,RNA -> Protein,CD304.NPR1,Rnd3,0.2285859624101596
8,RNA -> Protein,CD304.NPR1,Snhg11,0.15536640424656115
8,RNA -> Protein,CD304.NPR1,Sst,0.0900586183141869
8,RNA -> Protein,CD304.NPR1,Tagln3,0.3746535966642638
8,RNA -> Protein,CD304.NPR1,Thsd7a,0.2521626233287126
8,RNA -> Protein,CD304.NPR1,Vcan,0.09500318444366546
8,RNA -> Protein,CD309.KDR,Aff3,0.11951273542194066
8,RNA -> Protein,CD309.KDR,Casz1,0.1234826899595062
8,RNA -> Protein,CD309.KDR,Chl1,0.40736632873311096
8,RNA -> Protein,CD309.KDR,Col11a1,0.128002660271157
8,RNA -> Protein,CD309.KDR,Cplx2,0.048666834487289985
8,RNA -> Protein,CD309.KDR,Gfra1,0.3886522367780184
8,RNA -> Protein,CD309.KDR,Gm11223,0.38051667019704416
8,RNA -> Protein,CD309.KDR,Map2,0.19941351594494114
8,RNA -> Protein,CD309.KDR,Mapt,0.43256868859482267
8,RNA -> Protein,CD309.KDR,Napb,0.05738009771372609
8,RNA -> Protein,CD309.KDR,Nefl,0.1484024285976922
8,RNA -> Protein,CD309.KDR,Nefm,0.297528118945459
8,RNA -> Protein,CD309.KDR,Pcm1,0.45876291302242705
8,RNA -> Protein,CD309.KDR,Phgdh,0.6128964417386343
8,RNA -> Protein,CD309.KDR,Rnd3,0.25646288495955727
8,RNA -> Protein,CD309.KDR,Snhg11,0.1870938210129119
8,RNA -> Protein,CD309.KDR,Sst,0.10078988388994492
8,RNA -> Protein,CD309.KDR,Tagln3,0.38735106434473127
8,RNA -> Protein,CD309.KDR,Thsd7a,0.21113317976231566
8,RNA -> Protein,CD309.KDR,Vcan,0.07775818586439956
8,RNA -> Protein,CD326.Ep.CAM,Aff3,0.09109904840105622
8,RNA -> Protein,CD326.Ep.CAM,Casz1,0.10084304613877353
8,RNA -> Protein,CD326.Ep.CAM,Chl1,0.48749096662206276
8,RNA -> Protein,CD326.Ep.CAM,Col11a1,0.14978193329558315
8,RNA -> Protein,CD326.Ep.CAM,Cplx2,0.041846550173723004
8,RNA -> Protein,CD326.Ep.CAM,Gfra1,0.35922197033654507
8,RNA -> Protein,CD326.Ep.CAM,Gm11223,0.25577965116757234
8,RNA -> Protein,CD326.Ep.CAM,Map2,0.17786827826080998
8,RNA -> Protein,CD326.Ep.CAM,Mapt,0.38075147408624516
8,RNA -> Protein,CD326.Ep.CAM,Napb,0.05446413976492649
8,RNA -> Protein,CD326.Ep.CAM,Nefl,0.12547089173183196
8,RNA -> Protein,CD326.Ep.CAM,Nefm,0.2657861529448972
8,RNA -> Protein,CD326.Ep.CAM,Pcm1,0.40639286538587166
8,RNA -> Protein,CD326.Ep.CAM,Phgdh,0.6595852559635418
8,RNA -> Protein,CD326.Ep.CAM,Rnd3,0.24398437534300377
8,RNA -> Protein,CD326.Ep.CAM,Snhg11,0.16178333584513654
8,RNA -> Protein,CD326.Ep.CAM,Sst,0.10321597905163028
8,RNA -> Protein,CD326.Ep.CAM,Tagln3,0.3745137394500571
8,RNA -> Protein,CD326.Ep.CAM,Thsd7a,0.23081230471047764
8,RNA -> Protein,CD326.Ep.CAM,Vcan,0.09512280554723475
8,RNA -> Protein,CD41.ITGA2B,Aff3,0.20023270607548146
8,RNA -> Protein,CD41.ITGA2B,Casz1,0.13186843778934168
8,RNA -> Protein,CD41.ITGA2B,Chl1,0.3589543277782295
8,RNA -> Protein,CD41.ITGA2B,Col11a1,0.13704369567572675
8,RNA -> Protein,CD41.ITGA2B,Cplx2,0.05063716685668652
8,RNA -> Protein,CD41.ITGA2B,Gfra1,0.3561424046608607
8,RNA -> Protein,CD41.ITGA2B,Gm11223,0.4832743021500971
8,RNA -> Protein,CD41.ITGA2B,Map2,0.21961452788791702
8,RNA -> Protein,CD41.ITGA2B,Mapt,0.4138742019064464
8,RNA -> Protein,CD41.ITGA2B,Napb,0.06441995756811494
8,RNA -> Protein,CD41.ITGA2B,Nefl,0.15900936938805554
8,RNA -> Protein,CD41.ITGA2B,Nefm,0.22815439931184917
8,RNA -> Protein,CD41.ITGA2B,Pcm1,0.49480171100752174
8,RNA -> Protein,CD41.ITGA2B,Phgdh,0.5600540614169073
8,RNA -> Protein,CD41.ITGA2B,Rnd3,0.28221603181558846
8,RNA -> Protein,CD41.ITGA2B,Snhg11,0.18672242378243073
8,RNA -> Protein,CD41.ITGA2B,Sst,0.10927148106940304
8,RNA -> Protein,CD41.ITGA2B,Tagln3,0.3799037141650549
8,RNA -> Protein,CD41.ITGA2B,Thsd7a,0.18120082114884928
8,RNA -> Protein,CD41.ITGA2B,Vcan,0.1316230831641065
8,RNA -> Protein,CD55,Aff3,0.25287163261904744
8,RNA -> Protein,CD55,Casz1,0.13923112690864425
8,RNA -> Protein,CD55,Chl1,0.4194708868866259
8,RNA -> Protein,CD55,Col11a1,0.15294474102932457
8,RNA -> Protein,CD55,Cplx2,0.08838878739188086
8,RNA -> Protein,CD55,Gfra1,0.2867565162506171
8,RNA -> Protein,CD55,Gm11223,0.43493389164072815
8,RNA -> Protein,CD55,Map2,0.25521734101057225
8,RNA -> Protein,CD55,Mapt,0.3833826392433634
8,RNA -> Protein,CD55,Napb,0.062343253502947206
8,RNA -> Protein,CD55,Nefl,0.10895292105550328
8,RNA -> Protein,CD55,Nefm,0.28274074176038283
8,RNA -> Protein,CD55,Pcm1,0.500543729752817
8,RNA -> Protein,CD55,Phgdh,0.47746816801891306
8,RNA -> Protein,CD55,Rnd3,0.20739649892495343
8,RNA -> Protein,CD55,Snhg11,0.15956972116912282
8,RNA -> Protein,CD55,Sst,0.12595012590842591
8,RNA -> Protein,CD55,Tagln3,0.3199218093409608
8,RNA -> Protein,CD55,Thsd7a,0.13919569794224385
8,RNA -> Protein,CD55,Vcan,0.20836241272611844
8,RNA -> Protein,CD63,Aff3,0.12337466239852704
8,RNA -> Protein,CD63,Casz1,0.13421161726025704
8,RNA -> Protein,CD63,Chl1,0.3533184186838163
8,RNA -> Protein,CD63,Col11a1,0.1327946808145793
8,RNA -> Protein,CD63,Cplx2,0.07106875881077107
8,RNA -> Protein,CD63,Gfra1,0.3230411940677479
8,RNA -> Protein,CD63,Gm11223,0.40077722247724445
8,RNA -> Protein,CD63,Map2,0.29578687618161215
8,RNA -> Protein,CD63,Mapt,0.5276474824108681
8,RNA -> Protein,CD63,Napb,0.05827478226911696
8,RNA -> Protein,CD63,Nefl,0.11476697381289808
8,RNA -> Protein,CD63,Nefm,0.3862279087146179
8,RNA -> Protein,CD63,Pcm1,0.33027028259030344
8,RNA -> Protein,CD63,Phgdh,0.5104717032400484
8,RNA -> Protein,CD63,Rnd3,0.18469693853019323
8,RNA -> Protein,CD63,Snhg11,0.15010955843014598
8,RNA -> Protein,CD63,Sst,0.09518473258810589
8,RNA -> Protein,CD63,Tagln3,0.39474568540310717
8,RNA -> Protein,CD63,Thsd7a,0.11420160780821406
8,RNA -> Protein,CD63,Vcan,0.09687341110245881
8,RNA -> Protein,ESAM,Aff3,0.13923689758763
8,RNA -> Protein,ESAM,Casz1,0.12351643851826075
8,RNA -> Protein,ESAM,Chl1,0.3688084857180819
8,RNA -> Protein,ESAM,Col11a1,0.14656079221840315
8,RNA -> Protein,ESAM,Cplx2,0.053955914218800485
8,RNA -> Protein,ESAM,Gfra1,0.3860445877248553
8,RNA -> Protein,ESAM,Gm11223,0.49753351672536006
8,RNA -> Protein,ESAM,Map2,0.23147180181836238
8,RNA -> Protein,ESAM,Mapt,0.4804641791581773
8,RNA -> Protein,ESAM,Napb,0.05887440738736266
8,RNA -> Protein,ESAM,Nefl,0.18538751570291293
8,RNA -> Protein,ESAM,Nefm,0.2946270289603836
8,RNA -> Protein,ESAM,Pcm1,0.4443279534978123
8,RNA -> Protein,ESAM,Phgdh,0.6028284110735666
8,RNA -> Protein,ESAM,Rnd3,0.3091526539904692
8,RNA -> Protein,ESAM,Snhg11,0.19066929080139147
8,RNA -> Protein,ESAM,Sst,0.08846101865643434
8,RNA -> Protein,ESAM,Tagln3,0.44855047814532845
8,RNA -> Protein,ESAM,Thsd7a,0.22319713121369808
8,RNA -> Protein,ESAM,Vcan,0.09140735014097778
8,RNA -> Protein,ErythroidCells.LY76,Aff3,0.15810557775606465
8,RNA -> Protein,ErythroidCells.LY76,Casz1,0.12911958096008436
8,RNA -> Protein,ErythroidCells.LY76,Chl1,0.37295135326764095
8,RNA -> Protein,ErythroidCells.LY76,Col11a1,0.15056141480976498
8,RNA -> Protein,ErythroidCells.LY76,Cplx2,0.049703104666419015
8,RNA -> Protein,ErythroidCells.LY76,Gfra1,0.38312624413788204
8,RNA -> Protein,ErythroidCells.LY76,Gm11223,0.4584150223383193
8,RNA -> Protein,ErythroidCells.LY76,Map2,0.2004238279532113
8,RNA -> Protein,ErythroidCells.LY76,Mapt,0.4135998470712255
8,RNA -> Protein,ErythroidCells.LY76,Napb,0.0563644212384181
8,RNA -> Protein,ErythroidCells.LY76,Nefl,0.15464893255680584
8,RNA -> Protein,ErythroidCells.LY76,Nefm,0.23546130496606466
8,RNA -> Protein,ErythroidCells.LY76,Pcm1,0.5082129741466594
8,RNA -> Protein,ErythroidCells.LY76,Phgdh,0.5753474520246472
8,RNA -> Protein,ErythroidCells.LY76,Rnd3,0.2356774279177753
8,RNA -> Protein,ErythroidCells.LY76,Snhg11,0.1708506292034644
8,RNA -> Protein,ErythroidCells.LY76,Sst,0.08007457121577122
8,RNA -> Protein,ErythroidCells.LY76,Tagln3,0.35977037010074087
8,RNA -> Protein,ErythroidCells.LY76,Thsd7a,0.1520773750928005
8,RNA -> Protein,ErythroidCells.LY76,Vcan,0.09315676511885441
8,RNA -> Protein,FCER1A,Aff3,0.09620810151390904
8,RNA -> Protein,FCER1A,Casz1,0.12333435343760793
8,RNA -> Protein,FCER1A,Chl1,0.4187140953225279
8,RNA -> Protein,FCER1A,Col11a1,0.1295322745722099
8,RNA -> Protein,FCER1A,Cplx2,0.05131475555944118
8,RNA -> Protein,FCER1A,Gfra1,0.3626391107935071
8,RNA -> Protein,FCER1A,Gm11223,0.356671596964088
8,RNA -> Protein,FCER1A,Map2,0.20921726482527703
8,RNA -> Protein,FCER1A,Mapt,0.46694488489601893
8,RNA -> Protein,FCER1A,Napb,0.05733974106741743
8,RNA -> Protein,FCER1A,Nefl,0.11876691801565925
8,RNA -> Protein,FCER1A,Nefm,0.3251108726741764
8,RNA -> Protein,FCER1A,Pcm1,0.4257339810921602
8,RNA -> Protein,FCER1A,Phgdh,0.6088609277383575
8,RNA -> Protein,FCER1A,Rnd3,0.19669231300459133
8,RNA -> Protein,FCER1A,Snhg11,0.1567538093409502
8,RNA -> Protein,FCER1A,Sst,0.08703547731169584
8,RNA -> Protein,FCER1A,Tagln3,0.36079313206647146
8,RNA -> Protein,FCER1A,Thsd7a,0.1844341984088789
8,RNA -> Protein,FCER1A,Vcan,0.10561644517260765
8,RNA -> Protein,Folate.Receptor,Aff3,0.19264086456990664
8,RNA -> Protein,Folate.Receptor,Casz1,0.1615456177794048
8,RNA -> Protein,Folate.Receptor,Chl1,0.4648549509285819
8,RNA -> Protein,Folate.Receptor,Col11a1,0.1323927815481624
8,RNA -> Protein,Folate.Receptor,Cplx2,0.058573193089652004
8,RNA -> Protein,Folate.Receptor,Gfra1,0.32580834648869067
8,RNA -> Protein,Folate.Receptor,Gm11223,0.4186309051828874
8,RNA -> Protein,Folate.Receptor,Map2,0.2780641643835342
8,RNA -> Protein,Folate.Receptor,Mapt,0.4561872811732088
8,RNA -> Protein,Folate.Receptor,Napb,0.06923023181552133
8,RNA -> Protein,Folate.Receptor,Nefl,0.10149015228109193
8,RNA -> Protein,Folate.Receptor,Nefm,0.31775924195862504
8,RNA -> Protein,Folate.Receptor,Pcm1,0.47614867016954027
8,RNA -> Protein,Folate.Receptor,Phgdh,0.5392715458784252
8,RNA -> Protein,Folate.Receptor,Rnd3,0.18040139010739195
8,RNA -> Protein,Folate.Receptor,Snhg11,0.20245615855444482
8,RNA -> Protein,Folate.Receptor,Sst,0.15124020544759176
8,RNA -> Protein,Folate.Receptor,Tagln3,0.35335417828447474
8,RNA -> Protein,Folate.Receptor,Thsd7a,0.1474457277512368
8,RNA -> Protein,Folate.Receptor,Vcan,0.18616159918413316
8,RNA -> Protein,Ly.6A.E,Aff3,0.13880847640322033
8,RNA -> Protein,Ly.6A.E,Casz1,0.14315978261747572
8,RNA -> Protein,Ly.6A.E,Chl1,0.4360276597992796
8,RNA -> Protein,Ly.6A.E,Col11a1,0.13423091326773284
8,RNA -> Protein,Ly.6A.E,Cplx2,0.0475903643125239
8,RNA -> Protein,Ly.6A.E,Gfra1,0.315723005233227
8,RNA -> Protein,Ly.6A.E,Gm11223,0.35957247918064983
8,RNA -> Protein,Ly.6A.E,Map2,0.23432094513477383
8,RNA -> Protein,Ly.6A.E,Mapt,0.46205638754328054
8,RNA -> Protein,Ly.6A.E,Napb,0.05540472998825432
8,RNA -> Protein,Ly.6A.E,Nefl,0.12444975995806692
8,RNA -> Protein,Ly.6A.E,Nefm,0.32454788939104406
8,RNA -> Protein,Ly.6A.E,Pcm1,0.4792985185343
8,RNA -> Protein,Ly.6A.E,Phgdh,0.5641015713683883
8,RNA -> Protein,Ly.6A.E,Rnd3,0.21098577956838113
8,RNA -> Protein,Ly.6A.E,Snhg11,0.17724870629399975
8,RNA -> Protein,Ly.6A.E,Sst,0.13814465595826345
8,RNA -> Protein,Ly.6A.E,Tagln3,0.3388761370353808
8,RNA -> Protein,Ly.6A.E,Thsd7a,0.16562332147680756
8,RNA -> Protein,Ly.6A.E,Vcan,0.1741757747861634
8,RNA -> Protein,MAdCAM.1,Aff3,0.11606554624360782
8,RNA -> Protein,MAdCAM.1,Casz1,0.1513043056779543
8,RNA -> Protein,MAdCAM.1,Chl1,0.24605962741786203
8,RNA -> Protein,MAdCAM.1,Col11a1,0.13829316651121196
8,RNA -> Protein,MAdCAM.1,Cplx2,0.05270414701143132
8,RNA -> Protein,MAdCAM.1,Gfra1,0.299739366628366
8,RNA -> Protein,MAdCAM.1,Gm11223,0.46508398608814916
8,RNA -> Protein,MAdCAM.1,Map2,0.14988196844953341
8,RNA -> Protein,MAdCAM.1,Mapt,0.35524015910898343
8,RNA -> Protein,MAdCAM.1,Napb,0.05165943344842165
8,RNA -> Protein,MAdCAM.1,Nefl,0.2311273809091
8,RNA -> Protein,MAdCAM.1,Nefm,0.20788186074815207
8,RNA -> Protein,MAdCAM.1,Pcm1,0.5271878487241787
8,RNA -> Protein,MAdCAM.1,Phgdh,0.4794210225700384
8,RNA -> Protein,MAdCAM.1,Rnd3,0.29541244484631884
8,RNA -> Protein,MAdCAM.1,Snhg11,0.1865679265547965
8,RNA -> Protein,MAdCAM.1,Sst,0.10007854555856671
8,RNA -> Protein,MAdCAM.1,Tagln3,0.3267358718855126
8,RNA -> Protein,MAdCAM.1,Thsd7a,0.1916872103566775
8,RNA -> Protein,MAdCAM.1,Vcan,0.12997401171411752
8,RNA -> Protein,NK.1.1.KLRB1,Aff3,0.10002301822366308
8,RNA -> Protein,NK.1.1.KLRB1,Casz1,0.12754752282517925
8,RNA -> Protein,NK.1.1.KLRB1,Chl1,0.3785792263589403
8,RNA -> Protein,NK.1.1.KLRB1,Col11a1,0.22402018451303365
8,RNA -> Protein,NK.1.1.KLRB1,Cplx2,0.05799333582217946
8,RNA -> Protein,NK.1.1.KLRB1,Gfra1,0.2681451636343687
8,RNA -> Protein,NK.1.1.KLRB1,Gm11223,0.16860025697101608
8,RNA -> Protein,NK.1.1.KLRB1,Map2,0.2149896526688084
8,RNA -> Protein,NK.1.1.KLRB1,Mapt,0.4382857359514074
8,RNA -> Protein,NK.1.1.KLRB1,Napb,0.053043356275292004
8,RNA -> Protein,NK.1.1.KLRB1,Nefl,0.1096960329452594
8,RNA -> Protein,NK.1.1.KLRB1,Nefm,0.3300422731853965
8,RNA -> Protein,NK.1.1.KLRB1,Pcm1,0.3150982487125122
8,RNA -> Protein,NK.1.1.KLRB1,Phgdh,0.663065754132152
8,RNA -> Protein,NK.1.1.KLRB1,Rnd3,0.2992339785568195
8,RNA -> Protein,NK.1.1.KLRB1,Snhg11,0.1652498542883634
8,RNA -> Protein,NK.1.1.KLRB1,Sst,0.10754859804984102
8,RNA -> Protein,NK.1.1.KLRB1,Tagln3,0.344079458946303
8,RNA -> Protein,NK.1.1.KLRB1,Thsd7a,0.3405957697307831
8,RNA -> Protein,NK.1.1.KLRB1,Vcan,0.15309138898580243
8,RNA -> Protein,Notch1,Aff3,0.11476259345622766
8,RNA -> Protein,Notch1,Casz1,0.14601504554297665
8,RNA -> Protein,Notch1,Chl1,0.4718180898440257
8,RNA -> Protein,Notch1,Col11a1,0.13556495352049366
